"age","gender","married","has_children","home_country","home_city","home_airport","sign_up_date","user_id","num_clicks","user_visit_frequency","avg_session_duration","session_duration_total","days_since_last_session","membership_days","bounce_rate","avg_click_rate","repeat_booking_count","num_flights","avg_num_bags","num_seats_booked","avg_km_flown","time_after_booking_days","flight_booking_rate","hotel_booking_rate","flight_discount_effectiveness","hotel_discount_effectiveness","money_spend_hotel","total_spent","customer_value","travel_type","user_perks"
"18","F","false","false","usa","long beach","LGB","2022-10-27","382533","70","8","65.25","522","598 days 06:43:00","838","0.63","7.99","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"50","F","false","true","usa","nashville","BNA","2022-10-29","385689","92","8","85.75","686","612 days 02:50:00","836","0.25","7.99","4","6","0.33","1.33","1940.22","7.33","0.38","0.50","1","0","3545.00","11310.86","low_value_Customer","Family","Free Cancelation"
"32","F","false","true","usa","mobile","BFM","2022-10-30","386255","64","8","59.50","476","580 days 20:18:00","835","0.63","8.04","1","0","","","","","0.00","0.13","0","0","2144.00","","low_value_Customer","Local","Free Meal"
"18","F","false","false","usa","stockton","SCK","2022-10-30","386469","95","9","79.00","711","581 days 02:50:00","835","0.56","7.95","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"47","F","true","true","canada","hamilton","YHM","2022-10-30","386914","94","7","99.86","699","651 days 07:47:00","835","0.29","8.07","2","4","2.50","3.00","6745.20","116.00","0.29","0.14","0","1","577.80","45517.40","high_value_Customer","Family","Free Cancelation"
"31","F","false","true","usa","amarillo","AMA","2022-10-30","387282","87","8","80.13","641","576 days 14:04:00","835","0.25","8.09","1","0","","","","","0.00","0.13","0","1","3564.00","","low_value_Customer","Local","Free Meal"
"54","M","true","true","usa","oakland","OAK","2022-10-31","387783","87","8","79.88","639","689 days 01:59:00","834","0.38","8.15","3","2","0.00","1.00","2296.19","8.00","0.13","0.38","0","0","2798.00","3660.52","low_value_Customer","Solo","10% Discount on next trip"
"51","F","true","true","canada","toronto","YYZ","2022-10-31","388328","135","9","110.44","994","627 days 12:52:00","834","0.11","8.12","5","6","1.00","1.00","2451.70","6.67","0.33","0.56","0","1","4770.90","12215.10","low_value_Customer","Solo","10% Discount on next trip"
"45","F","true","true","usa","tallahassee","TLH","2022-10-31","388767","104","8","97.13","777","611 days 10:10:00","834","0.50","8.02","1","2","1.00","1.00","2119.04","5.00","0.13","0.13","0","0","1890.00","2634.68","low_value_Customer","Solo","10% Discount on next trip"
"41","M","false","false","usa","new york","LGA","2022-10-31","388947","112","9","92.56","833","607 days 17:03:00","834","0.56","8.04","3","6","0.67","1.00","2373.17","7.33","0.33","0.22","1","0","684.00","8508.54","low_value_Customer","Business","Free Priority Boarding"
"42","F","false","false","usa","new york","LGA","2022-11-01","389434","117","7","260.00","1820","628 days 14:20:00","833","0.14","6.80","5","10","0.40","1.00","2397.59","5.60","0.71","0.71","1","0","1418.00","24519.50","low_value_Customer","Business","Free ugrade to business class ticket"
"39","F","false","false","usa","fresno","FAT","2022-11-01","389662","146","8","135.75","1086","610 days 02:42:00","833","0.13","8.09","3","4","1.00","1.00","1877.97","8.50","0.25","0.38","1","0","815.00","3455.72","low_value_Customer","Business","Free Priority Boarding"
"33","F","false","true","usa","anchorage","ANC","2022-11-01","389759","156","8","143.88","1151","607 days 12:15:00","833","0.38","8.08","3","6","0.33","1.67","3955.93","5.67","0.38","0.38","1","0","2628.00","21682.14","high_value_Customer","Family","Free Cancelation"
"41","F","false","false","usa","los angeles","LAX","2022-11-01","390811","132","8","122.38","979","573 days 09:19:00","833","0.25","8.07","3","6","0.67","1.00","2120.37","7.00","0.38","0.38","0","0","1387.00","7981.12","low_value_Customer","Solo","10% Discount on next trip"
"58","F","false","false","usa","el paso","ELP","2022-11-02","392453","78","8","72.38","579","581 days 19:46:00","832","0.38","8.13","1","2","1.00","1.00","2501.86","7.00","0.13","0.13","1","0","1166.00","1953.96","low_value_Customer","Solo","10% Discount on next trip"
"27","F","false","false","usa","san jose","SJC","2022-11-04","395202","71","8","66.25","530","579 days 02:25:00","830","0.50","7.99","1","0","","","","","0.00","0.13","0","0","2964.00","","low_value_Customer","Local","Free Meal"
"52","F","true","false","canada","vancouver","YVR","2022-11-04","395981","101","8","95.25","762","617 days 07:06:00","830","0.38","7.87","3","6","1.00","1.33","2642.55","9.33","0.38","0.38","1","0","1399.00","13488.52","low_value_Customer","Local","Free Meal"
"46","F","true","false","canada","london","YXU","2022-11-05","396552","109","8","101.38","811","617 days 10:13:00","829","0.38","7.99","4","6","0.50","1.00","1557.15","7.50","0.50","0.50","0","0","699.00","5648.10","low_value_Customer","Business","Free Priority Boarding"
"54","F","true","false","usa","dallas","DAL","2022-11-07","399137","155","8","143.25","1146","638 days 06:50:00","827","0.13","8.10","4","4","1.00","1.00","2243.84","6.50","0.25","0.50","0","0","6424.00","9749.88","low_value_Customer","Solo","10% Discount on next trip"
"44","F","true","true","usa","fort worth","FTW","2022-11-07","399218","121","8","113.63","909","633 days 14:56:00","827","0.50","7.93","2","4","0.50","1.00","1372.43","6.50","0.25","0.13","0","0","246.00","2197.60","low_value_Customer","Business","Free Priority Boarding"
"55","F","true","false","canada","toronto","YTZ","2022-11-07","399799","126","8","116.75","934","573 days 03:15:00","827","0.13","7.99","4","7","0.50","1.00","2008.79","6.25","0.50","0.50","0","0","745.00","10273.40","low_value_Customer","Solo","10% Discount on next trip"
"56","F","true","true","usa","phoenix","LUF","2022-11-07","400275","99","8","92.25","738","574 days 15:49:00","827","0.38","8.14","2","4","0.50","1.00","3204.80","9.00","0.25","0.13","2","0","1052.00","5344.20","low_value_Customer","Solo","10% Discount on next trip"
"33","F","true","false","usa","chicago","ORD","2022-11-07","400582","125","8","116.38","931","625 days 02:23:00","827","0.25","8.03","4","6","0.00","1.00","1211.30","6.67","0.38","0.50","1","0","2549.00","6430.34","low_value_Customer","Solo","10% Discount on next trip"
"46","F","true","false","canada","quebec","YQB","2022-11-08","400899","255","8","235.38","1883","617 days 03:49:00","826","0.00","8.12","3","6","0.67","1.33","1733.12","5.33","0.38","0.38","0","0","2230.00","8782.06","low_value_Customer","Local","Free Meal"
"29","F","false","false","usa","omaha","OFF","2022-11-08","401245","120","8","111.88","895","579 days 03:16:00","826","0.00","8.06","3","6","0.00","1.00","1798.82","7.00","0.38","0.25","1","0","722.00","6432.80","low_value_Customer","Solo","10% Discount on next trip"
"33","F","false","false","usa","sacramento","MCC","2022-11-08","402332","137","8","127.13","1017","574 days 05:36:00","826","0.25","8.00","2","4","0.00","1.50","2140.33","13.50","0.25","0.25","1","2","424.65","3868.25","low_value_Customer","Local","Free Meal"
"52","F","true","false","usa","milwaukee","MKE","2022-11-09","402978","115","8","107.00","856","581 days 21:28:00","825","0.50","8.04","4","8","0.75","1.00","1919.72","5.25","0.50","0.50","1","0","1831.00","13135.32","low_value_Customer","Solo","10% Discount on next trip"
"44","F","false","false","usa","san diego","NZY","2022-11-09","403881","133","8","122.38","979","595 days 08:19:00","825","0.25","8.11","4","7","0.75","1.50","3121.18","7.50","0.50","0.50","0","0","1974.00","22775.69","high_value_Customer","Local","Free Meal"
"39","F","true","false","usa","newark","EWR","2022-11-10","404879","127","8","118.00","944","598 days 07:06:00","824","0.13","8.12","4","7","0.50","1.25","1279.50","7.00","0.50","0.38","0","0","5029.00","12357.16","low_value_Customer","Local","Free Meal"
"46","F","true","true","usa","san francisco","SFO","2022-11-10","405305","139","9","114.78","1033","600 days 08:40:00","824","0.00","8.05","3","5","0.67","1.33","2908.71","10.33","0.33","0.33","0","0","1421.00","9499.00","low_value_Customer","Family","Free Cancelation"
"22","F","false","true","usa","anchorage","ANC","2022-11-11","406210","93","8","86.50","692","572 days 07:21:00","823","0.50","8.01","2","3","0.50","1.00","9470.54","157.00","0.25","0.25","0","0","1558.00","5130.43","low_value_Customer","Solo","10% Discount on next trip"
"53","F","true","false","usa","new york","JFK","2022-11-11","407118","102","7","110.29","772","634 days 08:45:00","823","0.29","7.84","3","5","0.67","1.33","1601.02","98.00","0.43","0.43","0","0","4290.00","10749.25","low_value_Customer","Local","Free Meal"
"37","F","false","false","usa","laredo","LRD","2022-11-11","407250","143","8","133.00","1064","611 days 17:11:00","823","0.13","8.01","4","8","0.25","1.00","2888.77","5.50","0.50","0.38","0","0","1025.00","16341.56","low_value_Customer","Solo","10% Discount on next trip"
"42","F","false","false","usa","philadelphia","PNE","2022-11-11","407275","126","8","117.88","943","601 days 05:23:00","823","0.38","7.93","4","8","0.50","1.00","1032.04","5.50","0.50","0.38","0","0","2576.00","8551.60","low_value_Customer","Solo","10% Discount on next trip"
"53","F","true","true","canada","halifax","YAW","2022-11-11","407434","62","8","57.63","461","609 days 04:27:00","823","0.38","8.04","1","0","","","","","0.00","0.13","0","0","3186.00","","low_value_Customer","Local","Free Meal"
"30","F","false","false","canada","hamilton","YHM","2022-11-11","407642","111","8","103.75","830","590 days 03:24:00","823","0.50","7.94","2","4","0.00","1.00","1269.28","8.00","0.25","0.25","0","0","859.00","2738.08","low_value_Customer","Business","Free Priority Boarding"
"44","F","true","true","usa","chicago","UGN","2022-11-12","408551","93","9","77.89","701","575 days 03:34:00","822","0.44","8.02","2","4","0.50","1.00","1697.88","4.50","0.22","0.22","0","0","1076.00","3665.56","low_value_Customer","Solo","10% Discount on next trip"
"43","F","true","false","usa","sacramento","MCC","2022-11-12","409073","178","8","165.00","1320","633 days 05:58:00","822","0.38","7.93","3","6","1.00","1.00","3089.75","6.33","0.38","0.38","0","0","803.00","10274.36","low_value_Customer","Business","Free Priority Boarding"
"52","F","false","false","usa","san jose","SJC","2022-11-14","411179","166","7","174.29","1220","623 days 12:23:00","820","0.14","8.15","3","4","0.50","1.00","1824.60","7.50","0.29","0.43","2","0","5413.00","8254.12","low_value_Customer","Solo","10% Discount on next trip"
"41","F","false","false","canada","calgary","YYC","2022-11-14","411701","157","8","144.88","1159","615 days 06:27:00","820","0.38","8.14","2","2","1.00","1.00","3040.98","16.00","0.13","0.25","0","0","316.00","1472.54","low_value_Customer","Business","Free Priority Boarding"
"30","F","false","false","canada","hamilton","YHM","2022-11-15","413128","161","10","119.80","1198","586 days 07:20:00","819","0.30","7.91","5","8","0.25","1.50","1014.53","6.25","0.40","0.50","2","1","12053.20","25019.28","high_value_Customer","Local","Free Meal"
"48","F","true","true","usa","nashville","BNA","2022-11-15","413340","120","8","112.25","898","595 days 07:08:00","819","0.13","8.02","3","6","0.67","1.00","987.46","8.33","0.38","0.13","0","0","1096.00","4288.36","low_value_Customer","Solo","10% Discount on next trip"
"55","F","false","false","usa","knoxville","TYS","2022-11-15","413418","98","8","91.00","728","579 days 08:33:00","819","0.25","8.07","3","4","1.50","1.50","1066.04","9.50","0.25","0.25","0","0","286.00","2608.68","low_value_Customer","Local","Free Meal"
"52","F","true","true","usa","philadelphia","PNE","2022-11-15","413658","123","7","129.57","907","645 days 11:27:00","819","0.14","8.17","3","4","1.50","2.00","2272.19","116.50","0.29","0.29","0","0","1593.00","10452.24","low_value_Customer","Couple","Free hotel night"
"28","F","false","false","usa","seattle","BFI","2022-11-15","414128","136","9","112.00","1008","594 days 04:30:00","819","0.22","7.91","4","5","0.33","1.67","3412.40","9.67","0.33","0.44","0","1","4609.40","19087.65","low_value_Customer","Local","Free Meal"
"42","F","true","true","usa","portland","PWM","2022-11-16","415282","93","8","87.00","696","651 days 03:28:00","818","0.50","7.97","2","4","0.00","2.00","2188.99","7.50","0.25","0.25","0","0","2892.00","12019.52","high_value_Customer","Couple","Free hotel night"
"46","F","true","false","usa","chicago","UGN","2022-11-16","415381","108","8","100.88","807","580 days 05:52:00","818","0.38","8.10","3","5","1.00","1.00","955.73","5.67","0.38","0.25","0","0","704.00","2960.05","low_value_Customer","Solo","10% Discount on next trip"
"43","F","true","false","usa","new york","JFK","2022-11-16","415581","113","8","105.38","843","574 days 01:49:00","818","0.38","8.10","3","6","0.67","1.00","1871.75","8.67","0.38","0.38","0","0","2036.00","8394.62","low_value_Customer","Solo","10% Discount on next trip"
"56","F","true","false","usa","new york","LGA","2022-11-16","416319","220","8","204.63","1637","582 days 00:10:00","818","0.13","8.05","2","4","0.50","1.00","531.73","7.50","0.25","0.25","0","0","219.00","809.40","low_value_Customer","Business","Free Priority Boarding"
"44","F","false","false","usa","fort worth","FTW","2022-11-16","416580","137","7","235.57","1649","573 days 11:05:00","818","0.14","7.07","5","8","0.25","1.25","1299.73","5.00","0.57","0.57","0","1","1678.10","11480.90","low_value_Customer","Local","Free Meal"
"38","F","false","false","usa","new york","LGA","2022-11-17","417679","141","8","131.63","1053","587 days 16:55:00","817","0.00","8.09","5","10","0.40","1.20","2183.94","7.80","0.63","0.50","1","2","2098.10","23846.30","low_value_Customer","Local","Free Meal"
"50","M","false","true","usa","detroit","DET","2022-11-17","418329","169","8","156.50","1252","572 days 18:37:00","817","0.25","7.99","3","6","0.67","1.00","834.38","6.67","0.38","0.38","2","1","2884.70","5557.82","low_value_Customer","Solo","10% Discount on next trip"
"39","F","true","false","canada","toronto","YYZ","2022-11-17","418488","197","8","181.88","1455","609 days 11:21:00","817","0.13","8.16","4","8","0.50","1.00","1990.61","4.50","0.50","0.50","0","0","2199.00","13491.80","low_value_Customer","Solo","10% Discount on next trip"
"40","F","false","false","usa","fort worth","FTW","2022-11-17","418692","112","9","93.44","841","676 days 04:07:00","817","0.22","7.99","3","6","0.33","1.67","8450.63","59.67","0.33","0.33","1","1","2647.65","18622.77","high_value_Customer","Local","Free Meal"
"53","F","true","true","usa","portland","PDX","2022-11-18","420648","95","8","87.88","703","623 days 10:39:00","816","0.50","8.20","3","4","0.00","1.00","3815.38","6.50","0.25","0.25","2","0","2676.00","8448.60","low_value_Customer","Solo","10% Discount on next trip"
"52","F","true","true","canada","calgary","YYC","2022-11-18","420669","152","6","349.50","2097","584 days 07:50:00","816","0.33","6.83","4","6","0.67","1.00","3021.23","8.00","0.50","0.50","0","0","2038.00","12619.60","low_value_Customer","Solo","10% Discount on next trip"
"43","F","true","true","usa","memphis","MEM","2022-11-19","421247","179","8","166.63","1333","609 days 16:31:00","815","0.00","8.07","4","8","0.50","1.00","1047.92","6.75","0.50","0.50","0","2","1586.90","7263.62","low_value_Customer","Business","Free Priority Boarding"
"32","F","false","false","canada","winnipeg","YAV","2022-11-19","421515","180","8","166.88","1335","645 days 05:52:00","815","0.25","8.15","2","4","0.50","1.00","1837.77","5.00","0.25","0.25","0","1","351.05","3051.45","low_value_Customer","Business","Free Priority Boarding"
